0;250;0.125;0
0;250;0.25;0.227637
0;250;0.375;0.455275
0;250;0.625;0.910541
0;250;0.875;1.3658
0;250;1.125;1.82106
0;250;1.375;2.27631
0;250;1.625;2.73155
0;250;1.875;3.18679
0;250;2.12475;3.64203
0;250;2.37475;4.09726
0;250;2.62475;4.55249
0;250;2.87475;5.00771
0;250;3.12475;5.46292
0;250;3.37475;5.91813
0;250;3.62475;6.37333
0;250;3.8745;6.82852
0;250;4.1245;7.2837
0;250;4.3745;7.73888
0;250;4.6245;8.19404
0;249.999;4.87425;8.64919
0;249.999;5.12425;9.10434
0;249.999;5.37425;9.55946
0;249.999;5.624;10.0146
0;249.999;5.874;10.4697
0;249.999;6.12375;10.9248
0;249.998;6.37375;11.3798
0;249.998;6.6235;11.8349
0;249.998;6.8735;12.2899
0;249.997;7.12325;12.7449
0;249.997;7.373;13.1999
0;249.996;7.623;13.6548
0;249.995;7.87275;14.1097
0;249.994;8.1225;14.5646
0;249.993;8.37225;15.0194
0;249.992;8.622;15.4742
0;249.991;8.87175;15.929
0;249.989;9.12125;16.3837
0;249.987;9.371;16.8384
0;249.984;9.62075;17.293
0;249.981;9.87025;17.7476
0;249.978;10.11975;18.202
0;249.974;10.36925;18.6565
0;249.969;10.61875;19.1108
0;249.963;10.86825;19.5651
0;249.956;11.1175;20.0193
0.1;249.948;11.36675;20.4733
0.1;249.939;11.61625;20.9273
0.1;249.927;11.86525;21.3812
0.1;249.914;12.1145;21.835
0.1;249.898;12.3635;22.2886
0.1;249.88;12.6125;22.7421
0.1;249.858;12.86125;23.1954
0.2;249.832;13.11;23.6486
0.2;249.802;13.35875;24.1017
0.2;249.766;13.60725;24.5545
0.3;249.724;13.85575;25.0072
0.3;249.674;14.104;25.4597
0.4;249.615;14.35225;25.9119
0.5;249.545;14.60025;26.3639
0.5;249.463;14.848;26.8157
0.6;249.364;15.0955;27.2671
0.8;249.245;15.343;27.7182
0.9;249.103;15.59025;28.1691
1.1;248.933;15.837;28.6195
1.3;248.729;16.0835;29.0696
1.5;248.484;16.32975;29.5192
1.8;248.19;16.57575;29.9685
2.2;247.839;16.821;30.4173
2.6;247.419;17.066;30.8656
3.1;246.919;17.31075;31.3135
3.7;246.324;17.55475;31.761
4.4;245.619;17.79825;32.2081
5.2;244.786;18.04125;32.6548
6.2;243.806;18.2835;33.1011
7.3;242.658;18.525;33.5472
8.7;241.321;18.766;33.9931
10.2;239.772;19.00625;34.439
12;237.991;19.2455;34.8849
14;235.958;19.484;35.3312
16.3;233.657;19.72175;35.7779
18.9;231.077;19.95875;36.2254
21.8;228.212;20.19475;36.6739
24.9;225.063;20.43;37.1238
28.3;221.637;20.6645;37.5755
32;217.948;20.89825;38.0293
36;214.014;21.131;38.4857
40.1;209.859;21.36325;38.945
44.5;205.507;21.595;39.4077
49;200.986;21.82575;39.8743
53.7;196.32;22.05625;40.345
58.5;191.535;22.28625;40.8203
63.3;186.653;22.5155;41.3006
68.3;181.695;22.7445;41.7863
73.3;176.681;22.973;42.2778
78.4;171.628;23.201;42.7754
83.4;166.551;23.4285;43.2795
88.5;161.464;23.656;43.7905
93.6;156.377;23.88275;44.3088
98.7;151.302;24.10925;44.8347
103.8;146.249;24.3355;45.3686
108.8;141.224;24.56125;45.9109
109.1;140.909;24.5755;45.9453
109.2;140.83;24.579;45.954
109.2;140.81;24.57975;45.9561
109.2;140.808;24.58;45.9564
109.2;140.807;24.58;45.9564
109.2;140.807;24.58;45.9564
109.2;140.807;24.58;45.9564
109.2;140.807;24.58;45.9565
109.2;140.807;24.58;45.9565
109.2;140.807;24.58;45.9565
109.2;140.807;24.58;45.9565
109.2;140.807;24.58;45.9565
109.2;140.807;24.58;45.9565
109.2;140.806;24.58;45.9566
109.2;140.805;24.58;45.9567
109.2;140.803;24.58025;45.9569
109.2;140.799;24.5805;45.9574
109.2;140.79;24.58075;45.9583
109.2;140.773;24.5815;45.9602
109.3;140.738;24.583;45.964
109.3;140.669;24.58625;45.9715
109.5;140.532;24.5925;45.9866
109.7;140.257;24.60475;46.0167
110.3;139.708;24.6295;46.077
111.4;138.614;24.679;46.1976
113.6;136.444;24.77725;46.4387
117.8;132.175;24.97125;46.9209
122.7;127.268;25.196;47.4892
127.6;122.412;25.4205;48.0676
132.4;117.613;25.6445;48.6565
137.1;112.873;25.868;49.2564
141.8;108.197;26.0915;49.8679
146.4;103.587;26.31425;50.4916
151;99.0462;26.53675;51.1281
155.4;94.5769;26.75875;51.7779
159.8;90.1811;26.98025;52.4418
164.1;85.8605;27.2015;53.1206
168.4;81.6168;27.422;53.815
172.6;77.4511;27.64225;54.5259
176.6;73.3647;27.86175;55.2542
180.6;69.3586;28.081;56.001
184.6;65.4337;28.2995;56.7675
188.4;61.5906;28.51725;57.5547
192.2;57.8299;28.7345;58.3642
195.9;54.1521;28.951;59.1974
199.4;50.5577;29.16675;60.056
203;47.0469;29.3815;60.9419
206.4;43.6202;29.5955;61.8572
209.7;40.2779;29.8085;62.8044
213;37.0202;30.0205;63.7863
216.1;33.9293;30.22575;64.7788
218.9;31.1079;30.41675;65.7442
221.5;28.5321;30.5945;66.6819
223.8;26.18;30.75975;67.5918
226;24.0317;30.91325;68.4738
227.9;22.0694;31.0555;69.3279
229.7;20.2763;31.1875;70.154
231.4;18.6378;31.30975;70.9524
232.9;17.1399;31.423;71.7232
234.2;15.7704;31.52775;72.4668
235.5;14.5179;31.6245;73.1836
236.6;13.372;31.714;73.874
237.7;12.3235;31.79675;74.5385
238.6;11.3636;31.87325;75.1776
239.5;10.4847;31.94375;75.792
240.3;9.67955;32.00875;76.3823
241.1;8.94175;32.06875;76.9491
241.7;8.26542;32.12425;77.4932
242.4;7.64518;32.17525;78.0153
242.9;7.07614;32.2225;78.5159
243.4;6.55384;32.266;78.996
243.9;6.07421;32.30625;79.4562
244.4;5.63358;32.34325;79.8973
