244.8;5.22858;32.3775;80.3198
245.1;4.85614;32.409;80.7246
245.5;4.51347;32.438;81.1123
245.8;4.19803;32.465;81.4837
246.1;3.90749;32.49;81.8394
246.4;3.63974;32.51275;82.18
246.6;3.39286;32.534;82.5062
246.8;3.16508;32.55375;82.8186
247;2.95481;32.572;83.1177
247.2;2.76059;32.58875;83.4042
247.4;2.57319;32.605;83.6909
247.6;2.3885;32.621;83.9845
247.8;2.20669;32.637;84.2853
248;2.02794;32.6525;84.5939
248.2;1.85247;32.66775;84.9111
248.3;1.68051;32.68275;85.2373
248.5;1.51234;32.6975;85.5736
248.7;1.34828;32.712;85.9207
248.8;1.18872;32.726;86.2799
249;1.0341;32.73975;86.6524
249.1;0.884967;32.75275;87.0397
249.3;0.741979;32.7655;87.4437
249.4;0.605949;32.7775;87.8667
249.5;0.477909;32.789;88.3115
249.6;0.359183;32.7995;88.7818
249.8;0.251528;32.809;89.2824
249.8;0.157348;32.8175;89.8197
249.9;0.0800761;32.82425;90.4028
250;0.0249012;32.82925;91.0452
250;0.000285934;32.8315;91.7685
250;4.43E-05;32.8315;91.8212
250;2.34E-06;32.8315;91.8476
250;8.79E-08;32.8315;91.8541
250;3.71E-08;32.8315;91.855
250;3.24E-08;32.8315;91.8552
250;3.13E-08;32.8315;91.8553
250;3.10E-08;32.8315;91.8553
250;3.09E-08;32.8315;91.8553
250;3.09E-08;32.8315;91.8554
250;3.09E-08;32.8315;91.8554
250;3.09E-08;32.8315;91.8554
250;3.09E-08;32.8315;91.8554
250;3.09E-08;32.8315;91.8554
250;3.09E-08;32.8315;91.8554
250;3.10E-08;32.8315;91.8554
250;3.12E-08;32.8315;91.8555
250;3.22E-08;32.8315;91.8555
250;3.59E-08;32.8315;91.8557
250;5.12E-08;32.8315;91.8561
250;1.12E-07;32.8315;91.8568
250;3.57E-07;32.8315;91.8583
250;1.34E-06;32.8315;91.8612
250;5.25E-06;32.8315;91.8671
250;2.09E-05;32.8315;91.8788
250;8.36E-05;32.8315;91.9023
250;0.000334394;32.8315;91.9493
250;0.00133753;32.83125;92.0432
250;0.00535024;32.831;92.2309
250;0.0214034;32.8295;92.6065
249.9;0.0834632;32.824;93.3384
249.8;0.170993;32.81625;93.9774
249.7;0.276459;32.80675;94.5526
249.6;0.395535;32.79625;95.0803
249.5;0.525451;32.78475;95.5707
249.3;0.664304;32.7725;96.0308
249.2;0.810715;32.7595;96.4658
249;0.963649;32.746;96.8792
248.9;1.1223;32.732;97.2741
248.7;1.28605;32.7175;97.6526
248.5;1.45436;32.70275;98.0168
248.4;1.62682;32.6875;98.368
248.2;1.80307;32.67225;98.7076
248;1.98282;32.6565;99.0367
247.8;2.16581;32.6405;99.356
247.7;2.35182;32.62425;99.6666
247.5;2.54065;32.60775;99.9689
247.3;2.73215;32.59125;100.264
247.1;2.92616;32.5745;100.551
246.9;3.12511;32.55725;100.836
246.7;3.33988;32.53875;101.133
246.4;3.57186;32.51875;101.442
246.2;3.82256;32.49725;101.765
245.9;4.09364;32.474;102.101
245.6;4.38691;32.449;102.451
245.3;4.70435;32.42175;102.816
245;5.04813;32.39275;103.197
244.6;5.42063;32.36125;103.593
244.2;5.82445;32.32725;104.007
243.7;6.26244;32.2905;104.437
243.3;6.73772;32.25075;104.886
242.7;7.25372;32.20775;105.353
242.2;7.81418;32.1615;105.84
241.6;8.4232;32.11125;106.347
240.9;9.08528;32.057;106.874
240.2;9.80537;31.9985;107.423
239.4;10.5889;31.93525;107.993
238.6;11.4418;31.867;108.586
237.6;12.3706;31.793;109.203
236.6;13.3825;31.71325;109.843
235.5;14.4852;31.62725;110.508
234.3;15.6875;31.53425;111.198
233;16.9988;31.43375;111.913
231.6;18.4295;31.3255;112.654
230;19.9909;31.20875;113.421
228.3;21.6958;31.083;114.215
226.4;23.5577;30.9475;115.035
224.4;25.5919;30.8015;115.883
222.2;27.815;30.64475;116.757
219.8;30.2452;30.476;117.659
217.1;32.9027;30.29475;118.588
214.2;35.8094;30.10025;119.543
211;38.9897;29.89175;120.525
207.6;42.4263;29.671;121.522
204.1;45.9472;29.44975;122.481
200.5;49.5522;29.22775;123.406
196.8;53.2411;29.00525;124.3
193;57.0137;28.78225;125.165
189.1;60.8697;28.5585;126.004
185.2;64.8087;28.3345;126.818
181.2;68.8301;28.11025;127.609
177.1;72.9333;27.88525;128.378
172.9;77.1173;27.66;129.127
168.6;81.3812;27.4345;129.856
164.3;85.7238;27.2085;130.568
159.9;90.1435;26.98225;131.263
155.4;94.6389;26.75575;131.942
150.8;99.2079;26.52875;132.606
146.2;103.848;26.3015;133.255
141.4;108.558;26.074;133.891
136.7;113.334;25.84625;134.513
131.8;118.172;25.61825;135.124
126.9;123.07;25.39;135.722
122;128.023;25.16125;136.31
117;133.026;24.9325;136.887
111.9;138.073;24.7035;137.453
106.8;143.16;24.474;138.01
101.7;148.278;24.2445;138.558
96.6;153.421;24.01475;139.097
91.4;158.578;23.7845;139.627
86.3;163.74;23.55425;140.15
81.1;168.896;23.3235;140.665
76;174.032;23.09275;141.173
70.9;179.134;22.8615;141.673
65.8;184.184;22.63;142.168
60.8;189.164;22.39825;142.657
55.9;194.052;22.166;143.14
51.2;198.826;21.9335;143.617
46.5;203.46;21.70075;144.09
42.1;207.929;21.46725;144.558
37.8;212.207;21.2335;145.023
33.7;216.267;20.9995;145.484
29.9;220.087;20.76475;145.941
26.3;223.645;20.52925;146.396
23;226.926;20.2935;146.849
20.1;229.92;20.057;147.299
17.3;232.625;19.81975;147.748
14.9;235.045;19.58175;148.196
12.8;237.189;19.34325;148.643
10.9;239.072;19.104;149.089
9.3;240.713;18.86425;149.535
7.8;242.132;18.6235;149.981
6.6;243.353;18.38225;150.427
5.6;244.398;18.1405;150.873
4.7;245.287;17.898;151.319
3.9;246.041;17.65475;151.766
3.3;246.679;17.41125;152.213
2.8;247.215;17.16725;152.66
2.3;247.666;16.9225;153.108
1.9;248.044;16.6775;153.556
1.6;248.361;16.432;154.005
1.4;248.625;16.18625;154.454
1.1;248.845;15.94;154.903
1;249.029;15.6935;155.353
0.8;249.182;15.44675;155.804
0.7;249.309;15.1995;156.254
0.6;249.416;14.95225;156.705
0.5;249.505;14.70475;157.157
0.4;249.58;14.457;157.608
0.3;249.643;14.209;158.06
0.3;249.697;13.96075;158.512
0.3;249.742;13.7125;158.965
0.2;249.78;13.46425;159.417
0.2;249.813;13.2155;159.87
0.2;249.841;12.967;160.323
0.1;249.864;12.71825;160.776
0.1;249.884;12.4695;161.229
0.1;249.901;12.2205;161.683
0.1;249.915;11.9715;162.136
0.1;249.928;11.72225;162.59
0.1;249.938;11.47325;163.044
0;249.947;11.224;163.498
0;249.954;10.97475;163.952
0;249.96;10.72525;164.406
0;249.965;10.476;164.86
0;249.97;10.2265;165.315
0;249.974;9.977;165.769
0;249.977;9.7275;166.224
0;249.979;9.47775;166.678
0;249.982;9.22825;167.133
0;249.984;8.9785;167.587
0;249.985;8.729;168.042
0;249.986;8.47925;168.497
0;249.988;8.2295;168.952
0;249.989;7.97975;169.406
0;249.989;7.73;169.861
0;249.99;7.48025;170.316
0;249.991;7.23025;170.771
0;249.991;6.9805;171.226
0;249.991;6.73075;171.681
0;249.992;6.48075;172.136
0;249.992;6.231;172.591
0;249.992;5.98125;173.046
0;249.993;5.73125;173.501
0;249.993;5.48125;173.956
0;249.993;5.2315;174.411
0;249.993;4.9815;174.867
0;249.993;4.7315;175.322
0;249.993;4.48175;175.777
0;249.993;4.23175;176.232
0;249.993;3.98175;176.687
0;249.993;3.732;177.142
0;249.993;3.482;177.598
0;249.993;3.232;178.053
0;249.993;2.982;178.508
0;249.993;2.732;178.963
0;249.993;2.482;179.418
0;249.993;2.23225;179.874
0;249.993;1.98225;180.329
0;249.993;1.73225;180.784
0;249.994;1.48225;181.239
0;249.994;1.23225;181.695
0;249.994;0.98225;182.15
0;249.994;0.73225;182.605
0;249.994;0.48225;183.06
0;249.994;0.23225;183.516
0;249.994;0.16975;183.63
0;249.994;0.1385;183.686
0;249.994;0.13075;183.701
0;249.994;0.12675;183.708
0;249.994;0.126;183.71
0;249.994;0.1255;183.71
0;249.994;0.12525;183.711
0;249.994;0.125;183.711
0;249.994;0.125;183.711
0;249.994;0.125;183.711
0;249.994;0.125;183.711
0;249.994;0.125;183.711
0;249.994;0.125;183.711
0;249.994;0.125;183.711
